eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
50.0,-48.49634069,1412,0.0049993293,0.05805664,2.195906,-0.008097939,51.811024,0.07824832201004028,15,30720,21.645431734039448,30720
50.0,-48.04499023999999,1439,0.0025967069,0.018798828,2.164564,-0.0049527013,50.83727,0.10641998052597046,16,32768,23.06893209205009,32768
50.0,-47.23736938,1431,0.0025283333,0.018408203,2.1315038,-0.002968621,46.76676,0.11259514093399048,17,34816,24.500438268994913,34816
50.0,-46.572842859999994,1429,0.005057906,0.059521485,2.099177,-0.0069992067,46.356228,0.09116482734680176,18,36864,25.933904964942485,36864
50.0,-46.07553083,1417,0.004038685,0.042089842,2.0701077,-0.005826229,42.774956,0.1054602861404419,19,38912,27.37896409793757,38912
50.0,-45.381966009999985,1428,0.002656494,0.018847656,2.0509927,-0.004266472,41.356834,0.1241445541381836,20,40960,28.813193973968737,40960
50.0,-44.65371083,1405,0.0025645397,0.02236328,2.02986,-0.0046191267,38.9356,0.10753095149993896,21,43008,30.270732556004077,43008
50.0,-44.434136940000016,1412,0.003542437,0.028320312,2.0044513,-0.0040414645,39.493187,0.11583513021469116,22,45056,31.720678101992235,45056
50.0,-44.21275008000001,1428,0.0026125638,0.019140625,1.9742092,-0.005968202,36.97845,0.12761658430099487,23,47104,33.15441695798654,47104
50.0,-43.84881798000001,1424,0.0018797966,0.006982422,1.9410967,-0.0032057117,37.355988,0.1454850435256958,24,49152,34.59242782497313,49152
50.0,-43.63172063000001,1423,0.0030131491,0.02216797,1.9144195,-0.005084891,35.03794,0.12542110681533813,25,51200,36.03136388899293,51200
50.0,-42.75052426,1403,0.002397175,0.017431641,1.8861387,-0.0048952107,31.17773,0.14961278438568115,26,53248,37.490626133047044,53248
50.0,-41.67189279,1426,0.0032857503,0.027783204,1.859906,-0.006153274,31.112324,0.15218019485473633,27,55296,38.92668145196512,55296
50.0,-41.35177253,1432,0.004083001,0.041259766,1.8417873,-0.0061160633,30.007578,0.1453281044960022,28,57344,40.35694853798486,57344
50.0,-41.46804113,1431,0.0030288238,0.023144532,1.8260443,-0.003960724,30.613794,0.1508800983428955,29,59392,41.788081579026766,59392
50.0,-41.173340620000005,1433,0.0034302245,0.024121094,1.8055193,-0.0046314667,27.555344,0.17614179849624634,30,61440,43.21693673694972,61440
50.0,-40.455489199999995,1433,0.0046366295,0.050830077,1.7858223,-0.0072022667,26.12472,0.17805898189544678,31,63488,44.645718164974824,63488
50.0,-40.001753949999994,1424,0.0032707932,0.026660156,1.7677139,-0.00509311,24.573198,0.18989866971969604,32,65536,46.083870575996116,65536
50.0,-39.898054,1432,0.0028837537,0.020947266,1.7476374,-0.0043560686,25.540848,0.16070395708084106,33,67584,47.51447180996183,67584
50.0,-39.5417977,1426,0.0028379033,0.02080078,1.7256613,-0.005027915,24.61062,0.15865027904510498,34,69632,48.95056594198104,69632
50.0,-39.152295800000005,1401,0.0014908004,0.005761719,1.7118559,-0.0020862482,22.536535,0.19000667333602905,35,71680,50.41199853201397,71680
50.0,-39.22663595,1417,0.002656775,0.018847656,1.6986091,-0.004729368,23.696915,0.18351870775222778,36,73728,51.85676529200282,73728
50.0,-38.59299467,1427,0.002836281,0.019189453,1.6817181,-0.003941854,21.00186,0.19622862339019775,37,75776,53.29163853102364,75776
50.0,-38.21327852,1433,0.0029799053,0.02265625,1.6706253,-0.0041471897,21.24362,0.20192962884902954,38,77824,54.7209035489941,77824
50.0,-37.81192556999999,1412,0.00199995,0.010449219,1.6591351,-0.0037970175,19.848988,0.20142120122909546,39,79872,56.171539052040316,79872
50.0,-37.417676719999996,1430,0.0028354998,0.020361328,1.6428722,-0.0046539595,19.002663,0.25820475816726685,40,81920,57.60348969895858,81920
50.0,-36.563381379999996,1433,0.0037428432,0.031201173,1.6288786,-0.005395652,18.011086,0.20394468307495117,41,83968,59.03233131603338,83968
50.0,-36.13314291,1426,0.0030458425,0.024560547,1.6191943,-0.005640952,16.96074,0.23031729459762573,42,86016,60.46850180695765,86016
50.0,-36.354921960000006,1427,0.00087813486,0.0013183594,1.6088387,-0.0023319642,18.64854,0.20347505807876587,43,88064,61.903915163944475,88064
50.0,-36.51788653,1431,0.0018859196,0.011767578,1.6000437,-0.0037477543,17.484339,0.2530083656311035,44,90112,63.33517446403857,90112
50.0,-36.24399909,1431,0.00020216379,4.8828126e-05,1.5934079,-0.0012759231,16.96278,0.22048914432525635,45,92160,64.76598181400914,92160
50.0,-36.17700856000001,1432,0.0014393615,0.0077636717,1.5886171,-0.0027307274,17.130335,0.2182430624961853,46,94208,66.19608904095367,94208
50.0,-36.10124444,1409,0.00032364693,0.0,1.585614,-0.001048776,16.496107,0.23515355587005615,47,96256,67.64975145598873,96256
50.0,-36.10617911,1428,8.8896886e-05,0.0,1.5840048,-0.0007072015,16.219984,0.2496618628501892,48,98304,69.08413512003608,98304
