EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
50.0,-60.89783705171551,40,40,1.6269659996032715,2000,0.0,2.7892241,0.015876591205596924,0.0063611795,0.014088692,0.014088692
50.0,-61.089680767374894,41,81,3.141274929046631,4050,0.0,2.7988284,0.16401612758636475,0.006516271,0.017820017,0.017820017
50.0,-61.09820794980176,41,122,4.686258792877197,6100,0.0,2.7559772,0.21060454845428467,0.005132354,0.014650406,0.014650406
50.0,-60.7283834633088,41,163,6.215530872344971,8150,0.0,2.726623,0.36699944734573364,0.0059030475,0.01928977,0.01928977
50.0,-59.71489683051105,41,204,7.748249053955078,10200,0.0,2.6989348,0.40064549446105957,0.0066384743,0.017407687,0.017407687
50.0,-59.2862915331517,41,245,9.120130062103271,12250,0.0,2.6504083,0.4341534376144409,0.006739193,0.017022623,0.017022623
50.0,-58.552606942948366,41,286,10.537678003311157,14300,0.0,2.609535,0.37847793102264404,0.0055408124,0.016457612,0.016457612
50.0,-57.160607356528516,41,327,11.954450845718384,16350,0.0,2.5723264,0.37222081422805786,0.0082044825,0.01710301,0.01710301
50.0,-56.44719121419383,41,368,13.320971012115479,18400,0.0,2.55111,0.47106754779815674,0.0080184,0.021928024,0.021928024
50.0,-55.82162608478327,41,409,14.76137900352478,20450,0.0,2.4921677,0.44621795415878296,0.006128101,0.014339361,0.014339361
50.0,-55.39448563811042,41,450,16.112546920776367,22500,0.0,2.4640489,0.5235259532928467,0.005784747,0.018767938,0.018767938
50.0,-54.92936279379212,41,491,17.464545011520386,24550,0.0,2.4596324,0.4758637547492981,0.008201108,0.01927824,0.01927824
50.0,-55.375805424283755,41,532,18.781593799591064,26600,0.0,2.4300346,0.5551493465900421,0.008604728,0.023821961,0.023821961
50.0,-55.150930396543764,41,573,20.11575698852539,28650,0.0,2.3921704,0.5686536133289337,0.008512493,0.019926207,0.019926207
50.0,-53.7504752127548,41,614,21.44086194038391,30700,0.0,2.325052,0.5497720539569855,0.007986085,0.020315845,0.020315845
50.0,-52.726862208641876,41,655,22.756178855895996,32750,0.0,2.2895865,0.46979081630706787,0.009001856,0.022877924,0.022877924
50.0,-51.900293998527644,41,696,24.22314691543579,34800,0.0,2.2224746,0.5488032698631287,0.008331463,0.020326437,0.020326437
50.0,-51.08656606367128,41,737,25.65873408317566,36850,0.0,2.197231,0.5252361595630646,0.006960499,0.02229165,0.02229165
50.0,-50.541488158070344,41,778,27.14551281929016,38900,0.0,2.1625433,0.6089463233947754,0.0082236435,0.023397,0.023397
50.0,-49.65080896161008,41,819,28.62752676010132,40950,0.0,2.138122,0.6173118054866791,0.0099640265,0.024008572,0.024008572
50.0,-48.50161487301976,41,860,30.03138303756714,43000,0.0,2.0832183,0.6497804820537567,0.009244131,0.020884598,0.020884598
50.0,-48.030970612066405,41,901,31.351112842559814,45050,0.0,2.049165,0.6465182304382324,0.009562253,0.017830813,0.017830813
50.0,-47.9112550105991,41,942,32.697750091552734,47100,0.0,2.017555,0.6728418469429016,0.009363931,0.014243272,0.014243272
50.0,-47.45480761181689,41,983,34.04572582244873,49150,0.0,1.9845271,0.6462430059909821,0.0077329488,0.020629792,0.020629792
50.0,-47.12429655335278,41,1024,35.37631583213806,51200,0.0,1.9764423,0.685634434223175,0.01066993,0.017261447,0.017261447
50.0,-46.61431443019062,40,1064,36.72440695762634,53200,0.0,1.9295899,0.6589533388614655,0.010181645,0.021015229,0.021015229
50.0,-46.10406746092138,41,1105,38.05742287635803,55250,0.0,1.8879474,0.7309114336967468,0.013094917,0.014535467,0.014535467
50.0,-45.695947662770095,41,1146,39.405425786972046,57300,0.0,1.8406919,0.686967670917511,0.008861249,0.019998923,0.019998923
50.0,-45.17187932758175,41,1187,40.754854917526245,59350,0.0,1.7813941,0.7501004636287689,0.011932142,0.020328378,0.020328378
50.0,-44.52996832875742,41,1228,42.109150886535645,61400,0.0,1.7289342,0.7170919179916382,0.0072773653,0.016647289,0.016647289
50.0,-43.625820389823694,41,1269,43.43062710762024,63450,0.0,1.6764764,0.7714734226465225,0.014299988,0.020839524,0.020839524
50.0,-43.010573729031734,41,1310,44.79677700996399,65500,0.0,1.6289438,0.7551590949296951,0.011737993,0.014583585,0.014583585
50.0,-42.809524575251544,41,1351,46.16440486907959,67550,0.0,1.5740358,0.7862075567245483,0.013613549,0.01592447,0.01592447
50.0,-41.921002650294824,41,1392,47.658174991607666,69600,0.0,1.5397128,0.8061329126358032,0.0049629407,0.010083645,0.010083645
50.0,-40.91628279144391,41,1433,49.13705897331238,71650,0.0,1.4688696,0.7446425259113312,0.009059599,0.028839277,0.028839277
