# {"t_start": 1601475410.086035, "env_id": "corl_Reacher-v2"} 
r,l-65.046533,50,6.776904
-63.736999,50,6.834719
-51.021308,50,6.890754
-56.906211,50,6.948236
-60.562433,50,7.004688
-65.818587,50,7.053021
-58.813488,50,7.10025
-60.259982,50,7.147423
-70.534556,50,7.195788
-56.038129,50,7.244667
-59.437473,50,7.293936
-62.115741,50,7.344065
-66.494664,50,7.393008
-64.152265,50,7.440933
-64.773851,50,7.488008
-61.72482,50,7.544798
-60.32379,50,7.601685
-63.558033,50,7.653875
-62.345824,50,7.702782
-58.139995,50,7.750687
-65.09483,50,7.79897
-49.376617,50,7.847987
-64.448777,50,7.897124
-59.88189,50,7.945947
-63.88194,50,7.995577
-55.858612,50,8.044412
-63.548609,50,8.093521
-65.155,50,8.143653
-57.617446,50,8.193066
-69.273446,50,8.241992
-63.62982,50,8.289282
-60.434176,50,8.336702
-63.477702,50,8.384032
-64.254653,50,8.431036
-51.412397,50,8.478283
-57.933527,50,8.526324
-53.542443,50,8.573523
-66.469838,50,8.620384
-64.802283,50,8.66772
-63.470543,50,8.714606
-57.828351,50,9.23993
-64.347148,50,9.292966
-59.098253,50,9.340221
-51.263803,50,9.387137
-64.726753,50,9.433456
-64.646034,50,9.480039
-61.219635,50,9.528049
-60.388502,50,9.574975
-61.240796,50,9.621914
-58.554082,50,9.66938
-62.110924,50,9.716222
-62.524944,50,9.763319
-64.442494,50,9.810291
-62.072138,50,9.858563
-62.474316,50,9.905663
-62.121778,50,9.953087
-66.063975,50,10.003183
-59.867309,50,10.050518
-69.594197,50,10.098096
-72.879168,50,10.144861
-69.172376,50,10.192446
-58.998379,50,10.239829
-64.476467,50,10.287112
-58.932941,50,10.334905
-60.316256,50,10.381764
-62.307878,50,10.428847
-67.177508,50,10.475889
-62.203401,50,10.523734
-60.863076,50,10.571131
-57.243786,50,10.618081
-61.92648,50,10.665583
-68.929206,50,10.712301
-71.97349,50,10.759857
-64.673737,50,10.807
-67.079191,50,10.853986
-67.774306,50,10.901397
-61.816462,50,10.948795
-56.171316,50,10.99666
-59.475477,50,11.044584
-70.11031,50,11.091999
-59.591121,50,11.139723
-66.534199,50,11.439398
-56.573026,50,11.496848
-62.800624,50,11.5452
-62.768417,50,11.59422
-66.5888,50,11.642379
-60.031563,50,11.690347
-70.984555,50,11.738953
-57.854655,50,11.787302
-60.960852,50,11.837107
-62.463946,50,11.885068
-60.829385,50,11.932511
-64.161034,50,11.980888
-61.269624,50,12.030895
-62.3407,50,12.079559
-62.378199,50,12.12678
-59.921078,50,12.174914
-57.744825,50,12.223305
-60.818434,50,12.27092
-62.629271,50,12.318383
-62.480209,50,12.366862
-64.010524,50,12.416413
-64.095709,50,12.463628
-57.54962,50,12.512752
-64.441933,50,12.561479
-61.289435,50,12.611333
-67.375011,50,12.659486
-65.26597,50,12.708505
-64.574337,50,12.757123
-53.868165,50,12.805865
-59.772524,50,12.855701
-60.857651,50,12.904986
-56.615615,50,12.954716
-66.131407,50,13.003795
-66.378516,50,13.054844
-59.416196,50,13.104517
-62.134654,50,13.153659
-71.887541,50,13.20389
-59.545284,50,13.251621
-67.25427,50,13.300501
-70.953458,50,13.350117
-59.181477,50,13.398488
-52.587326,50,13.717501
-57.989344,50,13.792237
-62.130332,50,13.852558
-50.862994,50,13.910369
-52.313052,50,13.964166
-61.690521,50,14.015582
-61.035611,50,14.065416
-67.18702,50,14.114449
