EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
50.0,-61.667572771754884,40,40,2.4623639583587646,2000,0.0,2.7367952,0.004552662372589111,0.010173536,0.006077826,0.006077826
50.0,-60.27154888540058,41,81,4.614537954330444,4050,0.0,2.6003606,0.050887465476989746,0.009993646,0.00709722,0.00709722
50.0,-58.47689149123678,41,122,6.752686023712158,6100,0.0,2.4690554,0.13033241033554077,0.01004076,0.006683033,0.006683033
50.0,-56.00240160034752,41,163,8.92880630493164,8150,0.0,2.3494887,0.2905946969985962,0.010120153,0.006550988,0.006550988
50.0,-53.67776305362025,41,204,12.232666254043579,10200,0.0,2.259033,0.38273870944976807,0.0101697445,0.0059860423,0.0059860423
50.0,-51.71721595006926,41,245,14.930514097213745,12250,0.0,2.2080963,0.47570282220840454,0.009987378,0.0074355863,0.0074355863
50.0,-50.2321163149878,41,286,17.681167125701904,14300,0.0,2.0727482,0.49234509468078613,0.01000402,0.009043348,0.009043348
50.0,-47.64753310919578,41,327,20.441617012023926,16350,0.0,1.9351485,0.4940827488899231,0.009979225,0.004275443,0.004275443
50.0,-44.82592446229881,41,368,23.19025421142578,18400,0.0,1.8100502,0.5638024508953094,0.0100870365,0.007689708,0.007689708
50.0,-41.90643183892988,41,409,28.212944269180298,20450,0.0,1.6839595,0.6009088456630707,0.010080244,0.00881264,0.00881264
50.0,-39.768184859349695,41,450,30.9746310710907,22500,0.0,1.5516455,0.4831351041793823,0.010032084,0.005922527,0.005922527
50.0,-37.18772987922883,41,491,33.72515892982483,24550,0.0,1.414268,0.5867400765419006,0.009983993,0.010391439,0.010391439
50.0,-34.993935912167174,41,532,36.47746300697327,26600,0.0,1.2937629,0.5919589102268219,0.01011524,0.011044178,0.011044178
50.0,-32.28765711012409,41,573,39.255961179733276,28650,0.0,1.157013,0.6373433172702789,0.00999043,0.01714542,0.01714542
50.0,-30.065704226957155,41,614,45.28380489349365,30700,0.0,1.0245676,0.638914942741394,0.010030962,0.008545161,0.008545161
50.0,-27.881317418597334,41,655,47.977442026138306,32750,0.0,0.88827944,0.6204861104488373,0.009995077,0.007444767,0.007444767
50.0,-25.44776235159388,41,696,50.74100995063782,34800,0.0,0.7565651,0.6349624991416931,0.010037329,0.006933574,0.006933574
