EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
50.0,-60.10179947842066,40,40,2.5463030338287354,2000,0.0,2.704106,0.031840622425079346,0.010019064,0.0037296358,0.0037296358
50.0,-59.14862278458982,41,81,4.751649856567383,4050,0.0,2.5818052,0.148887038230896,0.010105133,0.00818201,0.00818201
50.0,-57.34168010707484,41,122,6.946989059448242,6100,0.0,2.6563337,0.21008563041687012,0.008978579,0.0066383667,0.0066383667
50.0,-56.51214382909321,41,163,9.200873136520386,8150,0.0,2.5497868,0.2219606637954712,0.0101661915,0.007797608,0.007797608
50.0,-55.766099341195826,41,204,12.591692924499512,10200,0.0,2.4128354,0.3729986548423767,0.009988285,0.006462207,0.006462207
50.0,-54.51070366733871,41,245,15.418675184249878,12250,0.0,2.277403,0.4171961545944214,0.010002351,0.003483764,0.003483764
50.0,-51.893757967782406,41,286,18.160508155822754,14300,0.0,2.140541,0.41975241899490356,0.009989023,0.0051056826,0.0051056826
50.0,-49.0277584056924,41,327,20.891036987304688,16350,0.0,2.002936,0.4432874917984009,0.009981632,0.010071078,0.010071078
50.0,-45.842503347221765,41,368,23.625952005386353,18400,0.0,1.8651409,0.5132010579109192,0.009979225,0.008842208,0.008842208
50.0,-42.77752416259806,41,409,28.623769998550415,20450,0.0,1.7271355,0.5303497612476349,0.009977248,0.008390253,0.008390253
50.0,-40.00942421092296,41,450,31.43640685081482,22500,0.0,1.590691,0.4868584871292114,0.009993553,0.0064028893,0.0064028893
50.0,-37.27462900095929,41,491,34.19058012962341,24550,0.0,1.4586403,0.5791822969913483,0.010034177,0.009865016,0.009865016
50.0,-34.71410823937475,41,532,37.14112186431885,26600,0.0,1.3596691,0.5572054982185364,0.010174728,0.0078089596,0.0078089596
50.0,-32.48260644391317,41,573,39.89385795593262,28650,0.0,1.2249144,0.5798035860061646,0.010009981,0.013160545,0.013160545
