EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
50.0,-61.14181276133202,40,40,1.7110610008239746,2000,0.0,2.7907321,0.006918549537658691,0.0059342673,0.015360998,0.015360998
50.0,-60.27822314714293,41,81,3.0682570934295654,4050,0.0,2.7693276,0.21861737966537476,0.006557117,0.019360445,0.019360445
50.0,-59.71650628351225,41,122,4.40451979637146,6100,0.0,2.762407,0.139110267162323,0.0066580116,0.018748645,0.018748645
50.0,-59.157352677401434,41,163,5.806977987289429,8150,0.0,2.7245924,0.2717278003692627,0.0059875734,0.017945629,0.017945629
50.0,-59.142869547090996,41,204,7.264642953872681,10200,0.0,2.6864238,0.4587107300758362,0.005226369,0.014313217,0.014313217
50.0,-58.80967978848052,41,245,8.67694902420044,12250,0.0,2.6429827,0.4202089309692383,0.0068184743,0.022830814,0.022830814
50.0,-58.48160050814828,41,286,10.07111406326294,14300,0.0,2.6597714,0.5456278622150421,0.00563508,0.020833056,0.020833056
50.0,-57.30604587137857,41,327,11.619640111923218,16350,0.0,2.6330519,0.4867594838142395,0.0066310214,0.018439759,0.018439759
50.0,-56.422853908707395,41,368,13.005746126174927,18400,0.0,2.6024795,0.490786612033844,0.007058638,0.020445663,0.020445663
50.0,-56.23402366839559,41,409,14.470432043075562,20450,0.0,2.5496876,0.3868193030357361,0.0068059447,0.020352898,0.020352898
50.0,-55.908066889976475,41,450,15.87067699432373,22500,0.0,2.5242326,0.5422138869762421,0.005881537,0.0145667,0.0145667
50.0,-55.12847051315537,41,491,17.296782970428467,24550,0.0,2.4820561,0.49578821659088135,0.0060043735,0.01575752,0.01575752
50.0,-55.22262840223377,41,532,18.787543058395386,26600,0.0,2.450197,0.5689454972743988,0.009364348,0.02538264,0.02538264
50.0,-54.39318458972736,41,573,20.189600944519043,28650,0.0,2.3977242,0.5549619495868683,0.0076276045,0.016476166,0.016476166
50.0,-53.99779214683079,41,614,21.77878713607788,30700,0.0,2.3532043,0.5336639285087585,0.008997044,0.020065185,0.020065185
50.0,-52.50976039002719,41,655,23.323251962661743,32750,0.0,2.3441575,0.5585073828697205,0.00664176,0.019031782,0.019031782
50.0,-51.88909324879591,41,696,24.7199809551239,34800,0.0,2.2908952,0.5478202700614929,0.0077632507,0.023203915,0.023203915
50.0,-51.01784513683632,41,737,26.2545268535614,36850,0.0,2.231222,0.5517076551914215,0.008027876,0.021569442,0.021569442
50.0,-50.89788670752933,41,778,27.66462802886963,38900,0.0,2.1644673,0.5611599385738373,0.0076406505,0.023858517,0.023858517
50.0,-50.049895644731436,41,819,29.12637996673584,40950,0.0,2.0938168,0.6084128022193909,0.0065059746,0.019736774,0.019736774
50.0,-49.05233539760434,41,860,30.568572998046875,43000,0.0,2.0499325,0.6208793520927429,0.007839416,0.023638878,0.023638878
50.0,-47.37525460008705,41,901,31.9637770652771,45050,0.0,1.9981441,0.5983525216579437,0.008527403,0.02269765,0.02269765
50.0,-45.30082552590513,41,942,33.47111701965332,47100,0.0,1.9625778,0.5989561676979065,0.0066747973,0.016931731,0.016931731
