eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
50.0,-61.1418127,1108,0.0046746666,0.042822264,2.8012903,-0.005455942,114.774826,0.011650562286376953,1,2048,1.8470096769742668,2048
50.0,-60.30131114814815,1271,0.0043325676,0.041796874,2.7378702,-0.0067247683,103.10537,0.02509486675262451,2,4096,3.457870773971081,4096
50.0,-59.294802710000006,1161,0.003717014,0.032910157,2.6736922,-0.006502833,100.78987,0.00445324182510376,3,6144,5.221577923977748,6144
50.0,-57.88391557,1160,0.003371918,0.031152343,2.6124873,-0.005243085,90.451065,0.007634222507476807,4,8192,6.987549060955644,8192
50.0,-57.22182443,1134,0.0045351526,0.043847658,2.5576437,-0.0060564126,91.71996,0.03921562433242798,5,10240,8.792984756990336,10240
50.0,-56.17977123999998,1123,0.0046939794,0.04609375,2.5029435,-0.007998933,81.90355,0.054995834827423096,6,12288,10.616628358024172,12288
50.0,-55.5436306,1284,0.0043196576,0.04248047,2.451556,-0.006813017,76.13354,0.053929805755615234,7,14336,12.212066640960984,14336
50.0,-53.445447050000006,1225,0.0036384263,0.028515626,2.395873,-0.0066605667,68.769806,0.09545940160751343,8,16384,13.883851854945533,16384
50.0,-51.613445629999994,1294,0.0039194203,0.035205077,2.3439445,-0.005196658,62.826435,0.08232682943344116,9,18432,15.466927786008455,18432
50.0,-50.24970057,1234,0.003946657,0.036816407,2.2950883,-0.0074624578,61.02227,0.11104696989059448,10,20480,17.125793594052084,20480
50.0,-49.74553276,1287,0.0032996307,0.027294923,2.244662,-0.0056118993,58.50226,0.11277925968170166,11,22528,18.71664943394717,22528
50.0,-48.99459895999999,1220,0.004624055,0.04873047,2.2072737,-0.006069006,54.253944,0.09100741147994995,12,24576,20.394591709948145,24576
50.0,-48.322218570000004,1303,0.0051129796,0.057128906,2.1728818,-0.007610075,52.92901,0.062014877796173096,13,26624,21.966797983041033,26624
50.0,-47.4341521,1252,0.0026723214,0.01821289,2.1427515,-0.0036261878,48.786842,0.1231275200843811,14,28672,23.602774590021,28672
50.0,-47.416273819999994,1295,0.0028876835,0.024560547,2.1145022,-0.006610251,49.9351,0.11300653219223022,15,30720,25.183667207020335,30720
50.0,-46.28977632,1181,0.0037769184,0.03652344,2.0777943,-0.007890144,42.1367,0.11130547523498535,16,32768,26.917560399975628,32768
50.0,-45.41337724,1155,0.004157475,0.039111327,2.0515635,-0.0046568015,41.724266,0.1401282548904419,17,34816,28.689863473991863,34816
50.0,-44.75221539000001,1163,0.0036405842,0.036572266,2.0311496,-0.005605217,41.866478,0.14997369050979614,18,36864,30.4512107509654,36864
50.0,-44.90173678999999,1150,0.004885289,0.052685548,2.0161777,-0.006870744,41.366844,0.11309826374053955,19,38912,32.23216825199779,38912
50.0,-44.68437578,1151,0.0033389903,0.028515626,1.9940811,-0.0061835996,39.93386,0.15791267156600952,20,40960,34.01095065497793,40960
50.0,-44.63702311,1294,0.0035484345,0.029150391,1.9714448,-0.0037315818,38.851597,0.1367861032485962,21,43008,35.59377833898179,43008
50.0,-43.98957160999999,1226,0.004302292,0.044677734,1.9486122,-0.0072680847,35.20479,0.13423842191696167,22,45056,37.26432764797937,45056
50.0,-42.74934799,1276,0.002464246,0.011962891,1.9203751,-0.0042408314,33.55513,0.1416890025138855,23,47104,38.86870121594984,47104
50.0,-42.39648665,1212,0.0030844142,0.024316406,1.9005457,-0.003334995,32.06275,0.16291892528533936,24,49152,40.55773530504666,49152
50.0,-41.59027830000001,1288,0.0024797868,0.016455078,1.8780035,-0.0039820513,29.239178,0.17534679174423218,25,51200,42.147622831049375,51200
50.0,-41.514119789999995,1224,0.0028730708,0.018408203,1.851227,-0.0034665256,32.15839,0.13337856531143188,26,53248,43.820889524999075,53248
50.0,-40.980148160000006,1296,0.0034410288,0.03310547,1.8260663,-0.004135516,27.96062,0.11134856939315796,27,55296,45.401012731017545,55296
50.0,-40.35759403,1231,0.0036049052,0.033837892,1.7994143,-0.006105825,26.543365,0.1552712321281433,28,57344,47.06408931897022,57344
50.0,-39.60286511000001,1295,0.0026132902,0.0203125,1.775868,-0.004219689,25.575201,0.1535557508468628,29,59392,48.64545127900783,59392
50.0,-38.822792680000006,1172,0.0049562696,0.056103516,1.7610815,-0.007945319,23.747551,0.18936896324157715,30,61440,50.392694844980724,61440
50.0,-38.56351652,1212,0.0041567483,0.04018555,1.7430811,-0.0057181497,22.57452,0.18993127346038818,31,63488,52.08235934295226,63488
50.0,-38.042356170000005,1169,0.0036119292,0.031201173,1.7233874,-0.006556689,21.208052,0.21535319089889526,32,65536,53.833989814971574,65536
50.0,-37.62228813,1142,0.003661676,0.034179688,1.7029562,-0.005869395,21.428698,0.18683606386184692,33,67584,55.62758045899682,67584
50.0,-38.20995859,1161,0.0033780977,0.025,1.6835388,-0.005056287,23.349903,0.18580347299575806,34,69632,57.391879500006326,69632
50.0,-37.89036052,1204,0.0026469612,0.024658203,1.664862,-0.0048191096,17.973454,0.22972041368484497,35,71680,59.09227221598849,71680
50.0,-36.70760388,1275,0.0023431666,0.015380859,1.6502106,-0.0035006243,18.166155,0.24249649047851562,36,73728,60.69807316898368,73728
50.0,-36.43047345,1234,0.0026050298,0.019580077,1.6384424,-0.0034687582,18.936752,0.20968413352966309,37,75776,62.3580796449678,75776
50.0,-36.51847450999999,1270,0.0036980412,0.034570314,1.6276195,-0.005310554,18.104893,0.2152666449546814,38,77824,63.970399910002016,77824
50.0,-36.06183062,1220,0.0017591218,0.0075683594,1.6127437,-0.0021846343,16.851122,0.24654686450958252,39,79872,65.64865861705039,79872
50.0,-36.37609029,1294,0.0018702397,0.009716797,1.5942389,-0.0044062682,17.628283,0.276991069316864,40,81920,67.23135106102563,81920
50.0,-35.99890221,1244,0.0012697706,0.0053222654,1.5770457,-0.0024753779,16.00674,0.28633666038513184,41,83968,68.87772520002909,83968
50.0,-36.14094245,1265,0.001195512,0.0033203126,1.5636456,-0.0024648549,16.680246,0.27356141805648804,42,86016,70.49678477004636,86016
50.0,-35.36028165999999,1207,0.001164566,0.0029785156,1.5513844,-0.002311234,14.744075,0.3134695887565613,43,88064,72.19266544200946,88064
50.0,-35.187753730000004,1269,0.00041589056,9.765625e-05,1.5420862,-0.0010881877,16.027761,0.2615967392921448,44,90112,73.80577892099973,90112
50.0,-34.83331311,1144,0.00058519124,0.00068359374,1.5358943,-0.0012108864,13.928526,0.31536561250686646,45,92160,75.59648795705289,92160
50.0,-35.20034621,1159,0.00014165221,0.0,1.5310414,-0.00060963474,15.426283,0.2694167494773865,46,94208,77.363601473975,94208
50.0,-34.85087738,1164,0.00033535363,0.0,1.5278425,-0.0011605658,14.635454,0.24742084741592407,47,96256,79.12311899196357,96256
