EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
50.0,-61.204568965988436,40,40,1.7364909648895264,2000,0.0,2.8006768,-0.03452563285827637,0.007855313,0.016906299,0.016906299
50.0,-61.114663112045854,41,81,3.0815980434417725,4050,0.0,2.7537227,0.15309685468673706,0.0071907965,0.018069917,0.018069917
50.0,-60.342709540281,41,122,4.488281011581421,6100,0.0,2.706361,0.14310747385025024,0.006683762,0.016204562,0.016204562
50.0,-59.4864353783314,41,163,5.847224950790405,8150,0.0,2.6859076,0.3259929418563843,0.0070594754,0.02028447,0.02028447
50.0,-58.75482727784753,41,204,7.3266520500183105,10200,0.0,2.6651554,0.3445966839790344,0.005896939,0.020824093,0.020824093
50.0,-58.31047239507548,41,245,8.806242942810059,12250,0.0,2.6118553,0.38017982244491577,0.006118555,0.018107139,0.018107139
50.0,-57.24939074874566,41,286,10.173436164855957,14300,0.0,2.5604057,0.5131378769874573,0.0060906317,0.01920684,0.01920684
50.0,-56.749343002218374,41,327,11.611017227172852,16350,0.0,2.5214229,0.6109830141067505,0.006106435,0.020358633,0.020358633
50.0,-56.18903656050585,41,368,12.980700016021729,18400,0.0,2.469586,0.43213868141174316,0.0059776213,0.020040063,0.020040063
50.0,-54.952147634134754,41,409,14.400012969970703,20450,0.0,2.4357905,0.6044380068778992,0.010823539,0.018609429,0.018609429
50.0,-54.35075715160958,41,450,15.797162055969238,22500,0.0,2.3936765,0.5370147824287415,0.009743691,0.015148212,0.015148212
50.0,-54.48369391062395,41,491,17.167716026306152,24550,0.0,2.3530834,0.6119907796382904,0.006768871,0.01781759,0.01781759
50.0,-54.07181499760158,41,532,18.711125135421753,26600,0.0,2.3036296,0.6093139350414276,0.006336447,0.019095125,0.019095125
50.0,-52.499057251503054,41,573,20.245930910110474,28650,0.0,2.2622666,0.660534530878067,0.008699037,0.01987225,0.01987225
50.0,-51.94834752764554,41,614,21.780287981033325,30700,0.0,2.2158756,0.7168610095977783,0.00845442,0.026616616,0.026616616
50.0,-51.655578109497846,41,655,23.294655084609985,32750,0.0,2.1598113,0.5904043316841125,0.011471409,0.023533981,0.023533981
50.0,-50.43887734468736,41,696,24.793152809143066,34800,0.0,2.140724,0.6346522569656372,0.0028839326,0.010898884,0.010898884
50.0,-48.91549613468493,41,737,26.374966859817505,36850,0.0,2.0854812,0.6813784539699554,0.008560928,0.019691572,0.019691572
50.0,-48.360416800313345,41,778,27.901798963546753,38900,0.0,2.021736,0.7137458920478821,0.009776569,0.020249255,0.020249255
50.0,-47.64077178661053,41,819,29.26793098449707,40950,0.0,1.9881282,0.6778679192066193,0.0078053083,0.015084691,0.015084691
50.0,-47.158963823915165,41,860,30.662446975708008,43000,0.0,1.9202516,0.7246725261211395,0.0076726894,0.021231806,0.021231806
50.0,-46.748474615364586,41,901,32.108001947402954,45050,0.0,1.8484498,0.7444818317890167,0.012825873,0.021349011,0.021349011
50.0,-45.77670526866105,41,942,33.46330904960632,47100,0.0,1.7890098,0.7533294558525085,0.0074213883,0.018155858,0.018155858
50.0,-44.8489295807366,41,983,34.90310597419739,49150,0.0,1.7259434,0.7627666741609573,0.011113478,0.021591501,0.021591501
50.0,-44.489832013251245,41,1024,36.26091718673706,51200,0.0,1.6660982,0.7593931704759598,0.010289397,0.013623773,0.013623773
50.0,-43.45937952944753,40,1064,37.67625403404236,53200,0.0,1.5951515,0.7950167655944824,0.010748164,0.021938197,0.021938197
50.0,-41.658896378858756,41,1105,39.02868103981018,55250,0.0,1.5527668,0.7740330994129181,0.004262882,0.010414069,0.010414069
50.0,-39.311454528248156,41,1146,40.40157604217529,57300,0.0,1.4747931,0.7480731308460236,0.008817565,0.016491663,0.016491663
50.0,-37.76559720839215,41,1187,41.926522970199585,59350,0.0,1.4434807,0.7332588136196136,0.0037871546,0.008461595,0.008461595
50.0,-37.14673550486572,41,1228,43.42811894416809,61400,0.0,1.396177,0.7147257328033447,0.008159303,0.011441243,0.011441243
50.0,-37.060078162516454,41,1269,45.12846493721008,63450,0.0,1.3102134,0.7647830098867416,0.011444286,0.01787714,0.01787714
50.0,-36.01215107045109,41,1310,46.72117805480957,65500,0.0,1.2732852,0.7868648320436478,0.002947485,0.01249818,0.01249818
50.0,-35.13723173739185,41,1351,48.43328905105591,67550,0.0,1.2415566,0.7698787301778793,0.003515016,0.0097751655,0.0097751655
50.0,-34.16771479871802,41,1392,50.0276939868927,69600,0.0,1.208179,0.7690466642379761,0.0032473863,0.012548303,0.012548303
50.0,-33.15480168911335,41,1433,51.57194519042969,71650,0.0,1.1663003,0.761392205953598,0.009191487,0.019146934,0.019146934
50.0,-32.750500386038254,41,1474,53.10101008415222,73700,0.0,1.0988271,0.7932095229625702,0.010959977,0.016746568,0.016746568
50.0,-31.844108747300865,41,1515,54.678520917892456,75750,0.0,1.0076445,0.7690949738025665,0.010668414,0.02029247,0.02029247
50.0,-30.415460019662984,41,1556,56.22711706161499,77800,0.0,0.92624307,0.7884364724159241,0.010330671,0.01817503,0.01817503
50.0,-29.63616508407542,41,1597,57.98472213745117,79850,0.0,0.8937641,0.7376982569694519,0.0036869342,0.011652343,0.011652343
