EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
50.0,-29.154268368074558,41,1638,59.46585202217102,81900,0.0,0.85786355,0.8063169121742249,0.0034657433,0.011031618,0.011031618
50.0,-28.70814469935874,41,1679,61.016688108444214,83950,0.0,0.7772512,0.7981451749801636,0.013085432,0.021256512,0.021256512
50.0,-27.460658346168824,41,1720,62.524466037750244,86000,0.0,0.68549037,0.830052375793457,0.014103262,0.015057022,0.015057022
50.0,-26.085501486944683,41,1761,64.01542115211487,88050,0.0,0.64138234,0.7761117219924927,0.0031332741,0.0076435125,0.0076435125
50.0,-25.744017290962333,41,1802,65.42142105102539,90100,0.0,0.5846723,0.8194504976272583,0.004009112,0.012558352,0.012558352
50.0,-25.01769931339628,41,1843,66.92138504981995,92150,0.0,0.49335626,0.8074936121702194,0.009457004,0.016639052,0.016639052
50.0,-24.34154769298583,41,1884,68.35198998451233,94200,0.0,0.40170285,0.8300559818744659,0.008363751,0.019763598,0.019763598
50.0,-22.966958006151106,41,1925,69.7903380393982,96250,0.0,0.36701462,0.8515247702598572,0.003753862,0.008855719,0.008855719
50.0,-22.35118894995474,41,1966,71.31592512130737,98300,0.0,0.2796376,0.8546314537525177,0.010929065,0.019045236,0.019045236
50.0,-21.78504918713689,41,2007,72.89345097541809,100350,0.0,0.2379618,0.8758857175707817,0.005054373,0.010078564,0.010078564
