eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
50.0,-43.73498012,1432,0.0031694197,0.027880859,1.9637125,-0.005564806,40.160755,0.11154764890670776,17,34816,25.633171166991815,34816
50.0,-43.47856152,1419,0.0032193735,0.025390625,1.9359728,-0.005168183,37.92421,0.13294440507888794,18,36864,27.07673999806866,36864
50.0,-42.49569105,1427,0.003761699,0.037353516,1.9100018,-0.0064071678,34.936623,0.10932254791259766,19,38912,28.511751826968975,38912
50.0,-42.07810963000001,1416,0.0031279381,0.025146484,1.8827728,-0.0052618026,35.327457,0.12810653448104858,20,40960,29.95845906797331,40960
50.0,-41.366584620000005,1421,0.004443212,0.043310545,1.8539308,-0.005222871,31.071934,0.12962597608566284,21,43008,31.40000375499949,43008
50.0,-41.026679400000006,1425,0.0047333143,0.046923827,1.820267,-0.0070985807,31.628689,0.10682213306427002,22,45056,32.83763516903855,45056
50.0,-39.99893684999999,1395,0.002514687,0.017041016,1.7867426,-0.004395931,28.82016,0.1229557991027832,23,47104,34.305158687056974,47104
50.0,-39.63382551,1418,0.002995946,0.025195312,1.7572651,-0.005174356,27.213062,0.14344459772109985,24,49152,35.749439651030116,49152
50.0,-39.063585010000004,1393,0.0041310163,0.036474608,1.7326517,-0.005730364,27.587986,0.1668984293937683,25,51200,37.219209844013676,51200
50.0,-39.40261337,1428,0.0032913792,0.027001953,1.7061831,-0.005991353,27.813263,0.1390884518623352,26,53248,38.653210622025654,53248
50.0,-38.55052368,1424,0.002522906,0.021386718,1.6754706,-0.004635874,23.420387,0.1657506227493286,27,55296,40.09094348200597,55296
50.0,-37.736584,1425,0.0031279407,0.024804687,1.6544796,-0.004176659,21.979614,0.20026594400405884,28,57344,41.527678220998496,57344
50.0,-36.864934350000006,1422,0.005138145,0.061083984,1.6366974,-0.007859668,21.382704,0.19286930561065674,29,59392,42.967341167037375,59392
50.0,-37.10376808,1427,0.0033137612,0.029248048,1.6142069,-0.0075830184,21.930744,0.1817832589149475,30,61440,44.402848646976054,61440
50.0,-36.454543490000006,1419,0.0036560304,0.033154298,1.5918827,-0.0050947387,18.559557,0.20028644800186157,31,63488,45.846063044969924,63488
50.0,-35.422814800000005,1426,0.0027594748,0.020996094,1.5712998,-0.005001967,19.207535,0.23311680555343628,32,65536,47.28186276706401,65536
50.0,-35.13499441,1418,0.0028257484,0.023095703,1.5462389,-0.005761131,17.169313,0.26164883375167847,33,67584,48.7256592650665,67584
50.0,-35.03798039,1425,0.0025712918,0.017773438,1.5254977,-0.0027188035,16.270973,0.3101379871368408,34,69632,50.16265241696965,69632
50.0,-34.660002490000004,1413,0.0024874215,0.015039062,1.5078565,-0.0037697516,15.566687,0.2951454520225525,35,71680,51.61197578103747,71680
50.0,-34.288848189999996,1425,0.002400568,0.013134765,1.4897745,-0.0037353714,15.162714,0.32854509353637695,36,73728,53.0486222730251,73728
50.0,-34.386815119999994,1427,0.0030335588,0.023828125,1.473412,-0.004520665,15.390196,0.32701414823532104,37,75776,54.48371133103501,75776
50.0,-34.33107746,1431,0.002250613,0.0147949215,1.4597249,-0.002957265,14.499438,0.3094395399093628,38,77824,55.915013544028625,77824
50.0,-33.839627300000004,1424,0.002820224,0.024658203,1.4458477,-0.0037685018,13.169443,0.3304535746574402,39,79872,57.35276840406004,79872
50.0,-33.30488069999999,1425,0.0017957604,0.007861328,1.4330242,-0.002669929,12.213102,0.3320960998535156,40,81920,58.79026791907381,81920
50.0,-32.95235977,1423,0.003416861,0.031445313,1.421242,-0.0060161036,12.850447,0.34373265504837036,41,83968,60.22961770999245,83968
50.0,-32.828093089999996,1420,0.002180506,0.014941406,1.4110037,-0.0027537318,11.723834,0.3883039951324463,42,86016,61.67216854903381,86016
50.0,-32.20426992,1416,0.0027915079,0.021972656,1.4013702,-0.00502949,11.036941,0.40237998962402344,43,88064,63.11847701505758,88064
50.0,-32.33749154,1407,0.0025392314,0.016845703,1.3922367,-0.0040076794,11.345082,0.43946850299835205,44,90112,64.57375420397148,90112
50.0,-32.41999964,1426,0.0019875169,0.014404297,1.3850268,-0.00306497,10.981819,0.4318056106567383,45,92160,66.00970047106966,92160
50.0,-32.55228992,1409,0.0010586204,0.0039550783,1.3798112,-0.0021650377,10.895887,0.4889899492263794,46,94208,67.4627637299709,94208
50.0,-31.9332428,1429,0.00028291484,9.765625e-05,1.3762048,-0.0006776042,9.07997,0.498630166053772,47,96256,68.89625251304824,96256
50.0,-31.69379378,1395,9.297799e-05,0.0,1.3746662,-0.0005652244,9.346217,0.48204344511032104,48,98304,70.36430922406726,98304
