eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
50.0,-61.997199849999994,1376,0.0042605726,0.039013673,2.8086543,-0.0041311374,116.27805,0.013293683528900146,1,2048,1.4879752560518682,2048
50.0,-60.41606022222223,1431,0.0036851745,0.03491211,2.7530682,-0.005282743,103.745346,0.009565472602844238,2,4096,2.919723710976541,4096
50.0,-59.05925493999999,1405,0.0043884134,0.03793945,2.6795585,-0.007804174,96.91415,-0.013091206550598145,3,6144,4.377606283989735,6144
50.0,-57.235170569999994,1429,0.004386951,0.039697267,2.6049626,-0.006886863,88.98243,0.035310328006744385,4,8192,5.811031328048557,8192
50.0,-56.44463090999999,1401,0.005515936,0.052001953,2.5281916,-0.010427206,86.85805,0.051647305488586426,5,10240,7.272939342074096,10240
50.0,-55.92110794999999,1426,0.0045291116,0.04121094,2.4528995,-0.008561683,84.014725,0.0507659912109375,6,12288,8.70864715904463,12288
50.0,-54.824033039999996,1416,0.0036319308,0.031542968,2.3812332,-0.007679554,75.33624,0.05399596691131592,7,14336,10.154403963009827,14336
50.0,-52.886731400000016,1423,0.0033862516,0.027539063,2.3310351,-0.0054858075,66.02964,0.0806240439414978,8,16384,11.593296659993939,16384
50.0,-50.84708041000001,1403,0.003831409,0.03017578,2.2812972,-0.0067627756,60.45211,0.10878068208694458,9,18432,13.053407998057082,18432
50.0,-49.791511680000006,1251,0.0023645584,0.016455078,2.2377114,-0.003056418,60.247112,0.10722178220748901,10,20480,14.691008824971505,20480
50.0,-49.03900009,1355,0.0038855989,0.039160155,2.200441,-0.0061295996,56.075256,0.11495786905288696,11,22528,16.202273566043004,22528
50.0,-48.394538979999986,1373,0.0036020558,0.032666016,2.1537998,-0.0065284497,53.751503,0.09598308801651001,12,24576,18.430525865056552,24576
50.0,-46.61031647000001,1416,0.0032332172,0.025732422,2.1148744,-0.0052228738,45.920784,0.10947906970977783,13,26624,19.876720436033793,26624
50.0,-45.748570390000005,1405,0.004376779,0.039257813,2.0730257,-0.006592212,48.57261,0.09764260053634644,14,28672,21.334363974048756,28672
50.0,-44.73519292000002,1429,0.003540858,0.029296875,2.0292668,-0.0052748392,40.874115,0.11822396516799927,15,30720,22.767712546978146,30720
50.0,-44.37571798999999,1427,0.0024401583,0.016845703,1.9941123,-0.0035439194,41.23037,0.09625381231307983,16,32768,24.202794137992896,32768
